title,location,price,flat area,flat status,year old,no. of bathrooms,description
3 BHK Apartment for sale,Dadar West Mumbai,40000000,1470,Ready to move,4 - 5 years old,3 Bathrooms,"3 BHK Property for sale in Dadar West Mumbai:3 bhk , 1470 sqft , Dadar ( west ) , ready possession , oc received , no gst , luxury at economy , full amenities , integrated towers , all round connectivity , posh location , elite people , 360 view...Developed by Techno Property Developers"
2 BHK Apartment for sale,Dadar West Mumbai,17000000,794,Ready to move,4 - 5 years old,2 Bathrooms,"2 BHK Property for sale in Dadar West Mumbai:2 bhk , 794 sqft , Dadar ( west ) , ready possession , oc received , no gst , luxury at economy , full amenities , integrated towers , all round connectivity , posh location , elite peopleDeveloped by Vilas Chaudhary And Associates"
3 BHK Apartment for sale,Dadar West Mumbai,22500000,1040,Ready to move,4 - 5 years old,3 Bathrooms,"3 BHK Property for sale in Dadar West Mumbai:3 bhk , 1040 sqft , Dadar ( west ) , ready possession , oc received , no gst , luxury at economy , full amenities , integrated towers , all round connectivity , posh location , elite peopleDeveloped by Vilas Chaudhary And Associates"
2 BHK Apartment for sale,Dadar West Mumbai,30000000,1500,Ready to move,4 - 5 years old,3 Bathrooms,"2 BHK Property for sale in Dadar West Mumbai:2 bhk , 1500 sqft , Dadar (west), ready possession , oc received , no gst , luxury at economy , full amenities , integrated towers , all round connectivity , posh location , elite peopleDeveloped by Suraj Estate Developers Pvt Ltd"
1 BHK Apartment for sale,Agripada Mumbai,7000000,719,Ready to move,9 - 10 years old,2 Bathrooms,"1 BHK Property for sale in Agripada Mumbai:A spacious 1 bhk multistorey apartment is available for sale in Shree Developer Mumbai Shreeji Residency 1, Agripada, Mumbai. It has a salable area of 719 sqft and is available at a price of Rs. 9,735...Developed by Shree Developer Mumbai"
2 BHK Apartment for sale,Agripada Mumbai,42500000,1100,Ready to move,12 - 13 years old,2 Bathrooms,"2 BHK Property for sale in Agripada Mumbai:A spacious 2 bhk multistorey apartment is available for sale in Lokhandwala Infrastructure Galaxy, Agripada, Mumbai. It has a built-up area of 1100 sqft and is priced at Rs. 4.25 cr . Its main door is...Developed by Lokhandwala Infrastructure"
4 BHK Apartment for sale,Tardeo Mumbai,440000000,3564,Ready to move,6 - 7 years old,4 Bathrooms,4 BHK Property for sale in Tardeo Mumbai:Well designed 4 bhk multistorey apartment is available at a prime location in Lodha Group Altamount. It has an area of 3564 sqft with a carpet area of 3200 sqft . The property is available at a price ...Developed by Lodha Group
1 BHK Apartment for sale,Agripada Mumbai,3338500,720,Ready to move,7 - 8 years old,2 Bathrooms,"1 BHK Property for sale in Agripada Mumbai:This spacious 1 bhk multistorey apartment is available for sale and is located in Deep Associates Deep Garden, one of the most prestigious projects of Agripada. It has an area of 720 sqft . The proper...Developed by Deep Associates"
3 BHK Apartment for sale,Tardeo Mumbai,130000000,2550,Ready to move,13 - 14 years old,3 Bathrooms,"3 BHK Property for sale in Tardeo Mumbai:Itâs a 3 bhk multistorey apartment situated in SD Corp The Imperial, Tardeo. It has a salable area of 2550 sqft and is available at a price of Rs. 50,980 per sqft. It is a semi-furnished property. It ...Developed by SD Corp"
4 BHK Apartment for sale,Tardeo Mumbai,99100000,1575,Ready to move,14 - 15 years old,4 Bathrooms,"4 BHK Property for sale in Tardeo Mumbai:This spacious 4 bhk multistorey apartment is available for sale and is located in Kalpataru Group Vikas, one of the most prestigious projects of Tardeo. It is a semi-furnished property. It has gymnasi...Developed by Kalpataru Group"
4 BHK Apartment for sale,Agripada Mumbai,164615296,2990,Ready to move,13 - 14 years old,5 Bathrooms,"4 BHK Property for sale in Agripada Mumbai:A 4 bhk property is available for sale in K Raheja Corp Vivarea, Agripada, Mumbai. It is a semi-furnished property. It is facing east direction. This residential property is ready-to-move-in. It is ma...Developed by K Raheja Corp"
2 BHK Apartment for sale,Agripada Mumbai,35000000,1250,Ready to move,2 - 3 years old,2 Bathrooms,"2 BHK Property for sale in Agripada Mumbai:A spacious 2 bhk multistorey apartment is available for sale in Nathani Parekh Constructions Private Limited Heights Rehab, Agripada, Mumbai. The house is furnished. It has 1 tv, 1 refrigerator, 1 sof...Developed by Nathani Parekh Constructions Private Limited"
4 BHK Apartment for sale,Agripada Mumbai,267800000,3200,Ready to move,13 - 14 years old,5 Bathrooms,"4 BHK Property for sale in Agripada Mumbai:Itâs a 4 bhk multistorey apartment situated in K Raheja Corp Vivarea, Agripada, Mumbai. It has a built-up area of 3200 sqft and is priced at Rs. 26.78 cr . The house is semi-furnished. This residentia...Developed by K Raheja Corp"
2 BHK Apartment for sale,Agripada Mumbai,25000000,1015,Ready to move,3 - 4 years old,2 Bathrooms,2 BHK Property for sale in Agripada Mumbai:It has an area of 1015 sqft with a carpet area of 677 sqft . The property is available at a price of Rs. 2.50 cr . The house is unfurnished. It is made in way to provide a comfortable living for the r...Developed by ALF Developers
6 BHK Apartment for sale,Tardeo Mumbai,95000000,2010,Ready to move,0 - 1 year old,6 Bathrooms,"6 BHK Property for sale in Tardeo Mumbai:Itâs a 6 bhk multistorey apartment situated in Sambhav Group The Primordial House, Tardeo, Mumbai. It has a salable area of 2010 sqft and is available at a price of Rs. 47,263 per sqft. It has childre...Developed by Sambhav Group"
3 BHK Apartment for sale,Tardeo Mumbai,173879008,1782,Ready to move,6 - 7 years old,4 Bathrooms,"3 BHK Property for sale in Tardeo Mumbai:Check out this 3 BHK Apartment for sale in Tardeo, Mumbai. This 3 BHK Apartment is perfect for a modern-day lifestyle. Tardeo is a promising location in Mumbai and this is one of the finest properties...Developed by Lodha Group"
2 BHK Apartment for sale,Agripada Mumbai,5036700,1050,Ready to move,7 - 8 years old,2 Bathrooms,"2 BHK Property for sale in Agripada Mumbai:Itâs a 2 bhk multistorey apartment situated in Deep Associates Deep Garden, Agripada. It has a built-up area of 1050 sqft and is priced at Rs. 50.37 lac . The house is semi-furnished. It has children'...Developed by Deep Associates"
3 BHK Apartment for sale,Tardeo Mumbai,165000000,2550,Ready to move,13 - 14 years old,3 Bathrooms,3 BHK Property for sale in Tardeo Mumbai:Well designed 3 bhk multistorey apartment is available at a prime location in SD Corp The Imperial. It has a built-up area of 2550 sqft and is priced at Rs. 16.50 cr . It is a furnished property. It h...Developed by SD Corp
1 BHK Apartment for sale,Agripada Mumbai,25000000,803,Ready to move,1 - 2 years old,1 Bathrooms,"1 BHK Property for sale in Agripada Mumbai:Itâs a 1 bhk multistorey apartment situated in Limra Realty Burj Qadri, Agripada, Mumbai. It has an area of 803 sqft with a carpet area of 487 sqft . The property is available at a price of Rs. 2.50 c...Developed by Limra Realty"
3 BHK Apartment for sale,Agripada Mumbai,151500000,2200,Ready to move,13 - 14 years old,3 Bathrooms,"3 BHK Property for sale in Agripada Mumbai:Itâs a 3 bhk multistorey apartment situated in K Raheja Corp Vivarea, Agripada, Mumbai. It has a built-up area of 2200 sqft and is priced at Rs. 15.15 cr . It is a semi-furnished property. Its main do...Developed by K Raheja Corp"
2 BHK Apartment for sale,Tardeo Mumbai,52500000,825,Ready to move,0 - 1 year old,2 Bathrooms,"2 BHK Property for sale in Tardeo Mumbai:Looking for a 2 BHK Apartment for sale in Mumbai? Your search ends here. Buy this 2 BHK property in Mumbai's finest location, Tardeo. It is on floor 14 out of 21 floors. The built up area of this prop...Developed by Sambhav Group"
1 BHK Apartment for sale,Tardeo Mumbai,25000000,967,Ready to move,4 - 5 years old,1 Bathrooms,"1 BHK Property for sale in Tardeo Mumbai:1 bhk , 967 sqft , Tardeo , ready possession , oc received , no gst , luxury at economy , full amenities , integrated towers , all round connectivity , posh location , elite people , 360 view ,Developed by Verain Commercials"
4 BHK Apartment for sale,Tardeo Mumbai,110000000,2640,Ready to move,12 - 13 years old,3 Bathrooms,"4 BHK Property for sale in Tardeo Mumbai:4Bedroom Luxury Residential Apartment Available for Sale Outright at Orbit Towers, Nana Chowk, Tardeo South Mumbai. Relatively new around 10 years old building. comprising of 4 Bedrooms along with 3 b...Developed by Orbit Corporation"
2 BHK Apartment for sale,Agripada Mumbai,35000000,1400,Ready to move,4 - 5 years old,3 Bathrooms,"2 BHK Property for sale in Agripada Mumbai:A spacious 2 bhk multistorey apartment is available for sale in Aalay Developers Empire Solitaire, Agripada, Mumbai. It has a built-up area of 1350 sqft and is priced at Rs. 3.50 cr (negotiable). It i...Developed by Aalay Developers"
3 BHK Apartment for sale,Agripada Mumbai,30000000,1323,Ready to move,4 - 5 years old,3 Bathrooms,"3 BHK Property for sale in Agripada Mumbai:3 bhk , 1323 sqft , Agripada , ready possession , oc received , no gst , luxury at economy , full amenities , integrated towers , all round connectivity , posh location , elite people , 360 view ,Developed by Nathani Supariwala Realty"
3 BHK Apartment for sale,Agripada Mumbai,25000000,1323,Ready to move,4 - 5 years old,3 Bathrooms,"3 BHK Property for sale in Agripada Mumbai:3 bhk , 1323 sqft , Agripada , ready possession , oc received , no gst , luxury at economy , full amenities , integrated towers , all round connectivity , posh location , elite peopleDeveloped by Nathani Supariwala Realty"
