title,location,price,flat area,flat status,year old,no. of bathrooms,description
2 BHK Apartment for sale,Goregaon West Mumbai,19500000 ,843 ,Ready to move,0 - 1 year old,2 Bathrooms,"2 BHK Property for sale in Goregaon West Mumbai:A spacious 2 bhk multistorey apartment is available for sale in BP Infra Projects LLP DPS Park View, Goregaon West, Mumbai. It has an area of 843 sqft with a carpet area of 643 sqft . The property is ...Developed by BP Infra Projects LLP"
2 BHK Apartment for sale,Goregaon West Mumbai,19800000 ,950 ,Under Construction,None,2 Bathrooms,2 BHK Property for sale in Goregaon West Mumbai:Itâs a 2 bhk multistorey apartment situated in Goregaon West. It has a built-up area of 950 sqft and is priced at Rs. 1.98 cr . The house is unfurnished. It has swimming pool. Other amenities include ...
3 BHK Apartment for sale,Goregaon West Mumbai,34000000 ,1680 ,Ready to move,14 - 15 years old,3 Bathrooms,"3 BHK Property for sale in Goregaon West Mumbai:A spacious 3 bhk multistorey apartment is available for sale in Ashish Estates Garden Estates, Goregaon West, Mumbai. It has a salable area of 1680 sqft and is available at a price of Rs. 20,238 per s...Developed by Ashish Estates"
1 BHK Apartment for sale,Goregaon West Mumbai,9252100 ,550 ,Under Construction,None,2 Bathrooms,"1 BHK Property for sale in Goregaon West Mumbai:A 1 bhk property is available for sale in Allure Infra 36 Allure, Goregaon West, Mumbai. It has a built-up area of 550 sqft and is priced at Rs. 92.52 lac . The house is unfurnished. This residential ...Developed by Allure Infra"
4 BHK Apartment for sale,Goregaon West Mumbai,30562000 ,1530 ,Ready to move,2 - 3 years old,3 Bathrooms,"4 BHK Property for sale in Goregaon West Mumbai:Itâs a 4 bhk multistorey apartment situated in Kalpataru Group Radiance, Goregaon West, Mumbai. It has a built-up area of 1530 sqft and is priced at Rs. 3.06 cr . It is a semi-furnished property. It i...Developed by Kalpataru Group"
2 BHK Apartment for sale,Goregaon West Mumbai,21000000 ,750 ,Ready to move,None,2 Bathrooms,"2 BHK Property for sale in Goregaon West Mumbai:A spacious 2 bhk multistorey apartment is available for sale in Goregaon West, Mumbai. It has a built-up area of 750 sqft and is priced at Rs. 2.10 cr . The house is semi-furnished. This residential p..."
4 BHK Apartment for sale,Goregaon West Mumbai,54400000 ,2000 ,Under Construction,None,4 Bathrooms,"4 BHK Property for sale in Goregaon West Mumbai:Itâs a 4 bhk multistorey apartment situated in Goregaon West, Mumbai. It is an unfurnished property. It is an under-construction property . It is made in way to provide a comfortable living for the re..."
3 BHK Apartment for sale,Goregaon West Mumbai,34500000 ,1250 ,Ready to move,5 - 6 years old,2 Bathrooms,"3 BHK Property for sale in Goregaon West Mumbai:Well designed 3 bhk multistorey apartment is available at a prime location in Ekta World Tripolis. It has a salable area of 1250 sqft and is available at a price of Rs. 27,600 per sqft. It has full po...Developed by Ekta World"
1 BHK Apartment for sale,Goregaon West Mumbai,10500000 ,565 ,Ready to move,None,1 Bathrooms,"1 BHK Property for sale in Goregaon West Mumbai:It has a salable area of 565 sqft and is available at a price of Rs. 18,584 per sqft. The house is semi-furnished. It is east facing property. It is a ready-to-move-in property. It is well connected t...Developed by Laxmidevi Developers"
3 BHK Apartment for sale,Goregaon West Mumbai,24200000 ,894 ,Under Construction,None,None,"3 BHK Property for sale in Goregaon West Mumbai:Itâs a 3 bhk multistorey apartment situated in Sunteck Realty City Avenue 2, Goregaon West, Mumbai. It has provision for drivers and servant toilet. Other amenities include swimming pool, landscaped g...Developed by Sunteck Realty"
3 BHK Apartment for sale,Goregaon West Mumbai,27500000 ,1164 ,Ready to move,2 - 3 years old,3 Bathrooms,"3 BHK Property for sale in Goregaon West Mumbai:A 3 bhk property is available for sale in Sunteck Realty City Avenue 2, Goregaon West, Mumbai. It has a built-up area of 1164 sqft and is priced at Rs. 2.75 cr (negotiable). The house is unfurnished. ...Developed by Sunteck Realty"
1 BHK Apartment for sale,Goregaon West Mumbai,9800000 ,559 ,Ready to move,10 - 11 years old,1 Bathrooms,"1 BHK Property for sale in Goregaon West Mumbai:This spacious 1 bhk multistorey apartment is available for sale and is located in Haware Engineers And Builders Indraprastha Regency, one of the most prestigious projects of Goregaon West. It has an a...Developed by Haware Engineers And Builders"
1 BHK Apartment for sale,Goregaon West Mumbai,9800000 ,559 ,Ready to move,10 - 11 years old,1 Bathrooms,"1 BHK Property for sale in Goregaon West Mumbai:This spacious 1 bhk multistorey apartment is available for sale and is located in Haware Engineers And Builders Indraprastha Regency, one of the most prestigious projects of Goregaon West. It has a sa...Developed by Haware Engineers And Builders"
1 BHK Apartment for sale,Goregaon West Mumbai,9800000 ,559 ,Ready to move,10 - 11 years old,1 Bathrooms,"1 BHK Property for sale in Goregaon West Mumbai:Itâs a 1 bhk multistorey apartment situated in Haware Engineers And Builders Indraprastha Regency, Goregaon West. It has a salable area of 559 sqft and is available at a price of Rs. 17,531 per sqft. ...Developed by Haware Engineers And Builders"
1 BHK Apartment for sale,Goregaon West Mumbai,9800000 ,559 ,Ready to move,10 - 11 years old,1 Bathrooms,1 BHK Property for sale in Goregaon West Mumbai:It has an area of 559 sqft with a carpet area of 470 sqft . The property is available at a price of Rs. 98.00 lac . It is a furnished property. The time you'll spend here will become the greatest mome...Developed by Haware Engineers And Builders
1 BHK Apartment for sale,Goregaon West Mumbai,9800000 ,559 ,Ready to move,10 - 11 years old,1 Bathrooms,"1 BHK Property for sale in Goregaon West Mumbai:Itâs a 1 bhk multistorey apartment situated in Haware Engineers And Builders Indraprastha Regency, Goregaon West, Mumbai. It has a salable area of 559 sqft and is available at a price of Rs. 17,531 pe...Developed by Haware Engineers And Builders"
1 BHK Apartment for sale,Goregaon West Mumbai,9800000 ,559 ,Ready to move,10 - 11 years old,1 Bathrooms,"1 BHK Property for sale in Goregaon West Mumbai:A spacious 1 bhk multistorey apartment is available for sale in Haware Engineers And Builders Indraprastha Regency, Goregaon West, Mumbai. The house is furnished. It is west facing property. It is mad...Developed by Haware Engineers And Builders"
1 BHK Apartment for sale,Goregaon West Mumbai,9800000 ,559 ,Ready to move,10 - 11 years old,1 Bathrooms,"1 BHK Property for sale in Goregaon West Mumbai:This spacious 1 bhk multistorey apartment is available for sale and is located in Haware Engineers And Builders Indraprastha Regency, one of the most prestigious projects of Goregaon West. It has an a...Developed by Haware Engineers And Builders"
1 BHK Apartment for sale,Goregaon West Mumbai,9800000 ,559 ,Ready to move,10 - 11 years old,1 Bathrooms,"1 BHK Property for sale in Goregaon West Mumbai:Itâs a 1 bhk multistorey apartment situated in Haware Engineers And Builders Indraprastha Regency, Goregaon West. It is a furnished property. It is west facing property. It is a 11 year old ready-to-m...Developed by Haware Engineers And Builders"
1 BHK Apartment for sale,Goregaon West Mumbai,9800000 ,559 ,Ready to move,10 - 11 years old,1 Bathrooms,"1 BHK Property for sale in Goregaon West Mumbai:Itâs a 1 bhk multistorey apartment situated in Haware Engineers And Builders Indraprastha Regency, Goregaon West. It has a built-up area of 559 sqft and is priced at Rs. 98.00 lac . The house is furni...Developed by Haware Engineers And Builders"
1 BHK Apartment for sale,Goregaon West Mumbai,9800000 ,559 ,Ready to move,10 - 11 years old,1 Bathrooms,"1 BHK Property for sale in Goregaon West Mumbai:Itâs a 1 bhk multistorey apartment situated in Haware Engineers And Builders Indraprastha Regency, Goregaon West, Mumbai. It has a built-up area of 559 sqft and is priced at Rs. 98.00 lac . The house ...Developed by Haware Engineers And Builders"
1 BHK Apartment for sale,Goregaon West Mumbai,9800000 ,559 ,Ready to move,10 - 11 years old,1 Bathrooms,"1 BHK Property for sale in Goregaon West Mumbai:Itâs a 1 bhk multistorey apartment situated in Haware Engineers And Builders Indraprastha Regency, Goregaon West. It has a salable area of 559 sqft and is available at a price of Rs. 17,531 per sqft. ...Developed by Haware Engineers And Builders"
1 BHK Apartment for sale,Goregaon West Mumbai,9800000 ,559 ,Ready to move,10 - 11 years old,1 Bathrooms,"1 BHK Property for sale in Goregaon West Mumbai:A 1 bhk property is available for sale in Haware Engineers And Builders Indraprastha Regency, Goregaon West, Mumbai. It has a salable area of 559 sqft and is available at a price of Rs. 17,531 per sqf...Developed by Haware Engineers And Builders"
1 BHK Apartment for sale,Goregaon West Mumbai,9800000 ,559 ,Ready to move,10 - 11 years old,1 Bathrooms,1 BHK Property for sale in Goregaon West Mumbai:Well designed 1 bhk multistorey apartment is available at a prime location in Haware Engineers And Builders Indraprastha Regency. It has an area of 559 sqft with a carpet area of 470 sqft . The proper...Developed by Haware Engineers And Builders
3 BHK Apartment for sale,Goregaon West Mumbai,38000000 ,1500 ,Ready to move,5 - 6 years old,3 Bathrooms,"3 BHK Property for sale in Goregaon West Mumbai:A 3 bhk property is available for sale in Ekta World Tripolis, Goregaon West, Mumbai. It has an area of 1500 sqft with a carpet area of 1087 sqft . The property is available at a price of Rs. 3.80 cr ...Developed by Ekta World"
4 BHK Apartment for sale,Goregaon West Mumbai,58000000 ,1700 ,Ready to move,2 - 3 years old,3 Bathrooms,"4 BHK Property for sale in Goregaon West Mumbai:A 4 bhk property is available for sale in Kalpataru Group Radiance, Goregaon West, Mumbai. It has an area of 1700 sqft with a carpet area of 1450 sqft . The property is available at a price of Rs. 5.8...Developed by Kalpataru Group"
2 BHK Apartment for sale,Goregaon West Mumbai,29500000 ,1200 ,Ready to move,2 - 3 years old,2 Bathrooms,"2 BHK Property for sale in Goregaon West Mumbai:Ultra Luxurious apartments with a big deck area and ultra spacious living room and bedrooms. Best Connectivity, best locality, Breathtaking amenities on a very huge podium. Must visit project if ones ...Developed by Kalpataru Group"
3 BHK Apartment for sale,Goregaon West Mumbai,32500000 ,1400 ,Ready to move,5 - 6 years old,3 Bathrooms,"3 BHK Property for sale in Goregaon West Mumbai:Itâs a 3 bhk multistorey apartment situated in Ekta World Tripolis, Goregaon West, Mumbai. The house is semi-furnished. It has full power backup as well as full power backup. The project also has cctv...Developed by Ekta World"
2 BHK Apartment for sale,Goregaon West Mumbai,28000000 ,1080 ,Ready to move,3 - 4 years old,2 Bathrooms,"2 BHK Property for sale in Goregaon West Mumbai:It has a salable area of 1080 sqft and is available at a price of Rs. 25,925 per sqft. The house is unfurnished. It is facing northeast direction. It is a 3 year old ready-to-move-in property. It is m...Developed by Sunteck Realty"
2 BHK Apartment for sale,Goregaon West Mumbai,31000000 ,1100 ,Ready to move,2 - 3 years old,2 Bathrooms,"2 BHK Property for sale in Goregaon West Mumbai:Itâs a 2 bhk multistorey apartment situated in Kalpataru Group Radiance, Goregaon West, Mumbai. It has an area of 1100 sqft with a carpet area of 905 sqft . The property is available at a price of Rs....Developed by Kalpataru Group"
2 BHK Apartment for sale,Goregaon West Mumbai,29000000 ,925 ,Ready to move,5 - 6 years old,2 Bathrooms,"2 BHK Property for sale in Goregaon West Mumbai:Itâs a 2 bhk multistorey apartment situated in Ekta World Tripolis, Goregaon West, Mumbai. It has a built-up area of 925 sqft and is priced at Rs. 2.90 cr . The house is semi-furnished. It is facing n...Developed by Ekta World"
2 BHK Apartment for sale,Goregaon West Mumbai,31000000 ,1100 ,Ready to move,2 - 3 years old,2 Bathrooms,"2 BHK Property for sale in Goregaon West Mumbai:This spacious 2 bhk multistorey apartment is available for sale and is located in Kalpataru Group Radiance, one of the most prestigious projects of Goregaon West. The house is semi-furnished. It is fa...Developed by Kalpataru Group"
3 BHK Apartment for sale,Goregaon West Mumbai,31500000 ,1320 ,Ready to move,3 - 4 years old,3 Bathrooms,"3 BHK Property for sale in Goregaon West Mumbai:Itâs a 3 bhk multistorey apartment situated in Sunteck Realty City Avenue 1, Goregaon West. It has an area of 1320 sqft with a carpet area of 1100 sqft . The property is available at a price of Rs. 3....Developed by Sunteck Realty"
3 BHK Apartment for sale,Goregaon West Mumbai,32000000 ,1320 ,Ready to move,2 - 3 years old,3 Bathrooms,"3 BHK Property for sale in Goregaon West Mumbai:Itâs a 3 bhk multistorey apartment situated in Sunteck Realty City Avenue 2, Goregaon West. It has an area of 1320 sqft with a carpet area of 1100 sqft . The property is available at a price of Rs. 3....Developed by Sunteck Realty"
2 BHK Apartment for sale,Goregaon West Mumbai,19500000 ,1100 ,Ready to move,2 - 3 years old,2 Bathrooms,2 BHK Property for sale in Goregaon West Mumbai:Well designed 2 bhk multistorey apartment is available at a prime location in Sunteck Realty City Avenue 2. It has a built-up area of 1100 sqft and is priced at Rs. 1.95 cr . It is a semi-furnished pr...Developed by Sunteck Realty
2 BHK Apartment for sale,Goregaon West Mumbai,27500000 ,925 ,Ready to move,5 - 6 years old,2 Bathrooms,"2 BHK Property for sale in Goregaon West Mumbai:A spacious 2 bhk multistorey apartment is available for sale in Ekta World Tripolis, Goregaon West, Mumbai. It has a built-up area of 925 sqft and is priced at Rs. 2.75 cr . The house is semi-furnishe...Developed by Ekta World"
3 BHK Apartment for sale,Goregaon West Mumbai,42000000 ,1450 ,Ready to move,2 - 3 years old,3 Bathrooms,"3 BHK Property for sale in Goregaon West Mumbai:Itâs a 3 bhk multistorey apartment situated in Kalpataru Group Radiance, Goregaon West. It has a salable area of 1450 sqft and is available at a price of Rs. 28,965 per sqft. The house is semi-furnish...Developed by Kalpataru Group"
3 BHK Apartment for sale,Goregaon West Mumbai,45000000 ,1450 ,Ready to move,2 - 3 years old,3 Bathrooms,"3 BHK Property for sale in Goregaon West Mumbai:A 3 bhk property is available for sale in Kalpataru Group Radiance, Goregaon West, Mumbai. It has an area of 1450 sqft with a carpet area of 1250 sqft . The property is available at a price of Rs. 4.5...Developed by Kalpataru Group"
3 BHK Apartment for sale,Goregaon West Mumbai,31000000 ,1080 ,Ready to move,5 - 6 years old,3 Bathrooms,"3 BHK Property for sale in Goregaon West Mumbai:Well designed 3 bhk multistorey apartment is available at a prime location in Ekta World Tripolis. It has a salable area of 1080 sqft and is available at a price of Rs. 28,703 per sqft. It is a semi-f...Developed by Ekta World"
4 BHK Apartment for sale,Goregaon West Mumbai,32000000 ,1500 ,Ready to move,2 - 3 years old,4 Bathrooms,"4 BHK Property for sale in Goregaon West Mumbai:This spacious 4 bhk multistorey apartment is available for sale and is located in Sunteck Realty City Avenue 2, one of the most prestigious projects of Goregaon West. It has a built-up area of 1500 sq...Developed by Sunteck Realty"
2 BHK Apartment for sale,Goregaon West Mumbai,28500000 ,925 ,Ready to move,5 - 6 years old,2 Bathrooms,"2 BHK Property for sale in Goregaon West Mumbai:Itâs a 2 bhk multistorey apartment situated in Ekta World Tripolis, Goregaon West, Mumbai. It is a semi-furnished property. Its main door is facing northwest direction. It is made in way to provide a ...Developed by Ekta World"
2 BHK Apartment for sale,Goregaon West Mumbai,24500000 ,1080 ,Ready to move,3 - 4 years old,2 Bathrooms,"2 BHK Property for sale in Goregaon West Mumbai:It has a salable area of 1080 sqft and is available at a price of Rs. 22,685 per sqft. It is facing northeast direction. This residential property is ready-to-move-in. It is made in way to provide a c...Developed by Sunteck Realty"
4 BHK Apartment for sale,Goregaon West Mumbai,31000000 ,1500 ,Ready to move,2 - 3 years old,3 Bathrooms,"4 BHK Property for sale in Goregaon West Mumbai:A spacious 4 bhk multistorey apartment is available for sale in Sunteck Realty City Avenue 2, Goregaon West, Mumbai. It has a salable area of 1500 sqft and is available at a price of Rs. 20,666 per sq...Developed by Sunteck Realty"
2 BHK Apartment for sale,Goregaon West Mumbai,36000000 ,1260 ,Ready to move,2 - 3 years old,2 Bathrooms,"2 BHK Property for sale in Goregaon West Mumbai:Itâs a 2 bhk multistorey apartment situated in Kalpataru Group Radiance, Goregaon West, Mumbai. It has a salable area of 1260 sqft and is available at a price of Rs. 28,571 per sqft. It is an unfurnis...Developed by Kalpataru Group"
3 BHK Apartment for sale,Goregaon West Mumbai,35000000 ,1080 ,Ready to move,5 - 6 years old,3 Bathrooms,"3 BHK Property for sale in Goregaon West Mumbai:A spacious 3 bhk multistorey apartment is available for sale in Ekta World Tripolis, Goregaon West, Mumbai. It has an area of 1080 sqft with a carpet area of 908 sqft . The property is available at a ...Developed by Ekta World"
3 BHK Apartment for sale,Goregaon West Mumbai,32500000 ,1450 ,Ready to move,3 - 4 years old,3 Bathrooms,"3 BHK Property for sale in Goregaon West Mumbai:Itâs a 3 bhk multistorey apartment situated in Sunteck Realty City Avenue 1, Goregaon West. It has a built-up area of 1450 sqft and is priced at Rs. 3.25 cr . It is a semi-furnished property. It is ea...Developed by Sunteck Realty"
2 BHK Apartment for sale,Goregaon West Mumbai,25000000 ,1150 ,Ready to move,3 - 4 years old,2 Bathrooms,"2 BHK Property for sale in Goregaon West Mumbai:This spacious 2 bhk multistorey apartment is available for sale and is located in Sunteck Realty City Avenue 1, one of the most prestigious projects of Goregaon West. It has an area of 1150 sqft with ...Developed by Sunteck Realty"
2 BHK Apartment for sale,Goregaon West Mumbai,25000000 ,1150 ,Ready to move,3 - 4 years old,2 Bathrooms,2 BHK Property for sale in Goregaon West Mumbai:It has an area of 1150 sqft with a carpet area of 905 sqft . The property is available at a price of Rs. 2.50 cr . It is a semi-furnished property. It is east facing property. This residential propert...Developed by Sunteck Realty
3 BHK Apartment for sale,Goregaon West Mumbai,32300000 ,1398 ,Ready to move,0 - 1 year old,3 Bathrooms,"3 BHK Property for sale in Goregaon West Mumbai:A spacious 3 bhk multistorey apartment is available for sale in Sunteck Realty City Avenue, Goregaon West, Mumbai. It has a salable area of 1398 sqft and is available at a price of Rs. 23,104 per sqft...Developed by Sunteck Realty"
3 BHK Apartment for sale,Goregaon West Mumbai,29500000 ,1306 ,Ready to move,0 - 1 year old,3 Bathrooms,"3 BHK Property for sale in Goregaon West Mumbai:This spacious 3 bhk multistorey apartment is available for sale and is located in Sunteck Realty City Avenue, one of the most prestigious projects of Goregaon West. It has a salable area of 1306 sqft ...Developed by Sunteck Realty"
3 BHK Apartment for sale,Goregaon West Mumbai,29600000 ,1306 ,Ready to move,0 - 1 year old,3 Bathrooms,3 BHK Property for sale in Goregaon West Mumbai:It has a built-up area of 1306 sqft and is priced at Rs. 2.96 cr . Its main door is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help y...Developed by Sunteck Realty
3 BHK Apartment for sale,Goregaon West Mumbai,29500000 ,1306 ,Ready to move,0 - 1 year old,3 Bathrooms,"3 BHK Property for sale in Goregaon West Mumbai:This spacious 3 bhk multistorey apartment is available for sale and is located in Sunteck Realty City Avenue, one of the most prestigious projects of Goregaon West. It has a salable area of 1306 sqft ...Developed by Sunteck Realty"
3 BHK Apartment for sale,Goregaon West Mumbai,29600000 ,1306 ,Ready to move,0 - 1 year old,3 Bathrooms,3 BHK Property for sale in Goregaon West Mumbai:It has a built-up area of 1306 sqft and is priced at Rs. 2.96 cr . Its main door is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help y...Developed by Sunteck Realty
3 BHK Apartment for sale,Goregaon West Mumbai,29700000 ,1306 ,Ready to move,0 - 1 year old,3 Bathrooms,3 BHK Property for sale in Goregaon West Mumbai:Well designed 3 bhk multistorey apartment is available at a prime location in Sunteck Realty City Avenue. It has a built-up area of 1306 sqft and is priced at Rs. 2.97 cr . The house is unfurnished. I...Developed by Sunteck Realty
3 BHK Apartment for sale,Goregaon West Mumbai,26600000 ,1217 ,Ready to move,0 - 1 year old,3 Bathrooms,"3 BHK Property for sale in Goregaon West Mumbai:A 3 bhk property is available for sale in Sunteck Realty City Avenue, Goregaon West, Mumbai. It has a built-up area of 1217 sqft and is priced at Rs. 2.66 cr . The house is unfurnished. It is made in ...Developed by Sunteck Realty"
3 BHK Apartment for sale,Goregaon West Mumbai,26500000 ,1217 ,Ready to move,0 - 1 year old,3 Bathrooms,"3 BHK Property for sale in Goregaon West Mumbai:Itâs a 3 bhk multistorey apartment situated in Sunteck Realty City Avenue, Goregaon West, Mumbai. It has a built-up area of 1217 sqft and is priced at Rs. 2.65 cr . The house is unfurnished. It is fac...Developed by Sunteck Realty"
3 BHK Apartment for sale,Goregaon West Mumbai,25000000 ,1260 ,Ready to move,0 - 1 year old,3 Bathrooms,"3 BHK Property for sale in Goregaon West Mumbai:Itâs a 3 bhk multistorey apartment situated in Gundecha Builders Sharda Villa, Goregaon West, Mumbai. It is an unfurnished property. It is facing east direction. This residential property is ready-to-...Developed by Gundecha Builders"
1 BHK Apartment for sale,Goregaon West Mumbai,12000000 ,550 ,Ready to move,3 - 4 years old,1 Bathrooms,"1 BHK Property for sale in Goregaon West Mumbai:A 1 bhk property is available for sale in Asshna Developers Samadhan, Goregaon West, Mumbai. It has an area of 550 sqft with a carpet area of 450 sqft . The property is available at a price of Rs. 1.2...Developed by Asshna Developers"
2 BHK Apartment for sale,Goregaon West Mumbai,18600000 ,900 ,Ready to move,None,2 Bathrooms,"2 BHK Property for sale in Goregaon West Mumbai:This spacious 2 bhk multistorey apartment is available for sale and is located in Laxmidevi Developers Shrushti Wing B, one of the most prestigious projects of Goregaon West. It has a built-up area of...Developed by Laxmidevi Developers"
2 BHK Apartment for sale,Goregaon West Mumbai,18000000 ,900 ,Ready to move,None,2 Bathrooms,"2 BHK Property for sale in Goregaon West Mumbai:Itâs a 2 bhk multistorey apartment situated in Laxmidevi Developers Shrushti Wing B, Goregaon West, Mumbai. It has a built-up area of 900 sqft and is priced at Rs. 1.80 cr . It is a semi-furnished pro...Developed by Laxmidevi Developers"
2 BHK Apartment for sale,Goregaon West Mumbai,13500000 ,650 ,Ready to move,None,2 Bathrooms,"2 BHK Property for sale in Goregaon West Mumbai:Well designed 2 bhk multistorey apartment is available at a prime location in Laxmidevi Developers Shrushti Wing B. It has a salable area of 650 sqft and is available at a price of Rs. 20,769 per sqft...Developed by Laxmidevi Developers"
2 BHK Apartment for sale,Goregaon West Mumbai,13800000 ,650 ,Ready to move,None,2 Bathrooms,"2 BHK Property for sale in Goregaon West Mumbai:A 2 bhk property is available for sale in Laxmidevi Developers Shrushti Wing B, Goregaon West, Mumbai. It has a built-up area of 650 sqft and is priced at Rs. 1.38 cr . This residential property is re...Developed by Laxmidevi Developers"
2 BHK Apartment for sale,Goregaon West Mumbai,13600000 ,650 ,Ready to move,None,2 Bathrooms,2 BHK Property for sale in Goregaon West Mumbai:Well designed 2 bhk multistorey apartment is available at a prime location in Laxmidevi Developers Shrushti Wing B. The house is semi-furnished. It is east facing property. This residential property i...Developed by Laxmidevi Developers
1 BHK Apartment for sale,Goregaon West Mumbai,11500000 ,650 ,Ready to move,None,2 Bathrooms,1 BHK Property for sale in Goregaon West Mumbai:It has an area of 650 sqft with a carpet area of 435 sqft . The property is available at a price of Rs. 1.15 cr . The house is semi-furnished. Its main door is facing east direction. It is a ready-to-...Developed by Laxmidevi Developers
1 BHK Apartment for sale,Goregaon West Mumbai,11800000 ,650 ,Ready to move,None,2 Bathrooms,1 BHK Property for sale in Goregaon West Mumbai:It has a built-up area of 650 sqft and is priced at Rs. 1.18 cr . It is a semi-furnished property. It is east facing property. It is made in way to provide a comfortable living for the residents. The ...Developed by Laxmidevi Developers
1 BHK Apartment for sale,Goregaon West Mumbai,11000000 ,650 ,Ready to move,None,2 Bathrooms,1 BHK Property for sale in Goregaon West Mumbai:It has an area of 650 sqft with a carpet area of 435 sqft . The property is available at a price of Rs. 1.10 cr . This residential property is ready-to-move-in. The time you'll spend here will become ...Developed by Laxmidevi Developers
1 BHK Apartment for sale,Goregaon West Mumbai,11000000 ,650 ,Ready to move,None,2 Bathrooms,1 BHK Property for sale in Goregaon West Mumbai:It has an area of 650 sqft with a carpet area of 435 sqft . The property is available at a price of Rs. 1.10 cr . It is a semi-furnished property. It is facing east direction. This residential propert...Developed by Laxmidevi Developers
1 BHK Apartment for sale,Goregaon West Mumbai,10000000 ,579 ,Ready to move,3 - 4 years old,2 Bathrooms,"1 BHK Property for sale in Goregaon West Mumbai:This spacious 1 bhk multistorey apartment is available for sale and is located in Asshna Developers Samadhan, one of the most prestigious projects of Goregaon West. The house is unfurnished. Its main ...Developed by Asshna Developers"
2 BHK Apartment for sale,Goregaon West Mumbai,16000000 ,720 ,Ready to move,3 - 4 years old,2 Bathrooms,"2 BHK Property for sale in Goregaon West Mumbai:Itâs a 2 bhk multistorey apartment situated in Asshna Developers Samadhan, Goregaon West, Mumbai. It has a salable area of 720 sqft and is available at a price of Rs. 22,222 per sqft. Its main door is...Developed by Asshna Developers"
2 BHK Apartment for sale,Goregaon West Mumbai,16000000 ,720 ,Ready to move,3 - 4 years old,2 Bathrooms,"2 BHK Property for sale in Goregaon West Mumbai:This spacious 2 bhk multistorey apartment is available for sale and is located in Asshna Developers Samadhan, one of the most prestigious projects of Goregaon West. It has a salable area of 720 sqft a...Developed by Asshna Developers"
2 BHK Apartment for sale,Goregaon West Mumbai,15500000 ,720 ,Ready to move,3 - 4 years old,2 Bathrooms,"2 BHK Property for sale in Goregaon West Mumbai:A 2 bhk property is available for sale in Asshna Developers Samadhan, Goregaon West, Mumbai. It has a salable area of 720 sqft and is available at a price of Rs. 21,527 per sqft. It is an unfurnished ...Developed by Asshna Developers"
2 BHK Apartment for sale,Goregaon West Mumbai,15500000 ,720 ,Ready to move,3 - 4 years old,2 Bathrooms,2 BHK Property for sale in Goregaon West Mumbai:It has an area of 720 sqft with a carpet area of 510 sqft . The property is available at a price of Rs. 1.55 cr . The house is unfurnished. It is a 3 year old ready-to-move-in property. It is made in ...Developed by Asshna Developers
1 BHK Apartment for sale,Goregaon West Mumbai,10000000 ,579 ,Ready to move,3 - 4 years old,2 Bathrooms,"1 BHK Property for sale in Goregaon West Mumbai:A 1 bhk property is available for sale in Asshna Developers Samadhan, Goregaon West, Mumbai. It has a salable area of 579 sqft and is available at a price of Rs. 17,271 per sqft. It is an unfurnished ...Developed by Asshna Developers"
1 BHK Apartment for sale,Goregaon West Mumbai,12800000 ,590 ,Ready to move,0 - 1 year old,2 Bathrooms,"1 BHK Property for sale in Goregaon West Mumbai:Well designed 1 bhk multistorey apartment is available at a prime location in Laxmidevi Developers Sanskruti. It has a salable area of 590 sqft and is available at a price of Rs. 21,694 per sqft. It i...Developed by Laxmidevi Developers"
2 BHK Apartment for sale,Goregaon West Mumbai,19800000 ,920 ,Ready to move,0 - 1 year old,2 Bathrooms,"2 BHK Property for sale in Goregaon West Mumbai:This spacious 2 bhk multistorey apartment is available for sale and is located in Laxmidevi Developers Sanskruti, one of the most prestigious projects of Goregaon West. It has a salable area of 920 sq...Developed by Laxmidevi Developers"
2 BHK Apartment for sale,Goregaon West Mumbai,20000000 ,960 ,Ready to move,0 - 1 year old,2 Bathrooms,"2 BHK Property for sale in Goregaon West Mumbai:A 2 bhk property is available for sale in Laxmidevi Developers Sanskruti, Goregaon West, Mumbai. It has a salable area of 960 sqft and is available at a price of Rs. 20,833 per sqft. It is a semi-furn...Developed by Laxmidevi Developers"
2 BHK Apartment for sale,Goregaon West Mumbai,20000000 ,960 ,Ready to move,0 - 1 year old,2 Bathrooms,2 BHK Property for sale in Goregaon West Mumbai:It is a semi-furnished property. It is east facing property. This residential property is ready-to-move-in. It is well connected to the city areas. Please contact us for more details.Developed by Laxmidevi Developers
1 BHK Apartment for sale,Goregaon West Mumbai,12500000 ,600 ,Under Construction,None,2 Bathrooms,"1 BHK Property for sale in Goregaon West Mumbai:Itâs a 1 bhk multistorey apartment situated in Goregaon West. It has a salable area of 600 sqft and is available at a price of Rs. 20,833 per sqft. It is east facing property. This residential complex..."
4 BHK Apartment for sale,Goregaon West Mumbai,43000000 ,2560 ,Ready to move,None,4 Bathrooms,"4 BHK Property for sale in Goregaon West Mumbai:Available 4 Bhk Resale Flat @ Goregaon West. For more details contact with us More About This Property Property for sale in Goregaon West, Mumbai. This 4 BHK Apartment is located in Mumbai's most prom..."
1 BHK Apartment for sale,Goregaon West Mumbai,8575000 ,418 ,Under Construction,None,2 Bathrooms,"1 BHK Property for sale in Goregaon West Mumbai:A 1 bhk property is available for sale in Goregaon West, Mumbai. It has a salable area of 418 sqft and is available at a price of Rs. 20,514 per sqft. The house is unfurnished. It has gymnasium as wel..."
